"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-132.74","60.17","TESLIN A","2101101","2022-04-01 00:00","2022","04","01","00:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-01 01:00","2022","04","01","01:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-01 02:00","2022","04","01","02:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-01 03:00","2022","04","01","03:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-01 04:00","2022","04","01","04:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-01 05:00","2022","04","01","05:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-01 06:00","2022","04","01","06:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-01 07:00","2022","04","01","07:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-01 08:00","2022","04","01","08:00","-3.7","","-5.4","","88","","","","6","","4","","2.4","","92.13","","","","-5","","Snow"
"-132.74","60.17","TESLIN A","2101101","2022-04-01 09:00","2022","04","01","09:00","-5.0","","-6.3","","91","","","","27","","3","","4.8","","92.06","","","","-6","","Snow"
"-132.74","60.17","TESLIN A","2101101","2022-04-01 10:00","2022","04","01","10:00","-3.6","","-5.2","","89","","","","36","","2","","6.4","","91.98","","","","-4","","Snow"
"-132.74","60.17","TESLIN A","2101101","2022-04-01 11:00","2022","04","01","11:00","-2.4","","-4.4","","86","","","","17","","5","","6.4","","91.90","","","","-4","","Snow"
"-132.74","60.17","TESLIN A","2101101","2022-04-01 12:00","2022","04","01","12:00","-0.8","","-3.0","","85","","","","18","","5","","4.8","","91.85","","","","-2","","Snow"
"-132.74","60.17","TESLIN A","2101101","2022-04-01 13:00","2022","04","01","13:00","0.5","","-2.5","","80","","","","21","","4","","6.4","","91.76","","","","","","Snow"
"-132.74","60.17","TESLIN A","2101101","2022-04-01 14:00","2022","04","01","14:00","1.7","","-3.0","","71","","","","21","","3","","16.1","","91.71","","","","","","Snow"
"-132.74","60.17","TESLIN A","2101101","2022-04-01 15:00","2022","04","01","15:00","2.6","","-4.2","","61","","","","12","","15","","16.1","","91.65","","","","","","NA"
"-132.74","60.17","TESLIN A","2101101","2022-04-01 16:00","2022","04","01","16:00","1.9","","-3.6","","67","","","","15","","20","","11.3","","91.60","","","","","","Cloudy"
"-132.74","60.17","TESLIN A","2101101","2022-04-01 17:00","2022","04","01","17:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-01 18:00","2022","04","01","18:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-01 19:00","2022","04","01","19:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-01 20:00","2022","04","01","20:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-01 21:00","2022","04","01","21:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-01 22:00","2022","04","01","22:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-01 23:00","2022","04","01","23:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-02 00:00","2022","04","02","00:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-02 01:00","2022","04","02","01:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-02 02:00","2022","04","02","02:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-02 03:00","2022","04","02","03:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-02 04:00","2022","04","02","04:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-02 05:00","2022","04","02","05:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-02 06:00","2022","04","02","06:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-02 07:00","2022","04","02","07:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-02 08:00","2022","04","02","08:00","-2.8","","-10.5","","56","","","","18","","3","","48.3","","91.98","","","","-4","","NA"
"-132.74","60.17","TESLIN A","2101101","2022-04-02 09:00","2022","04","02","09:00","-2.0","","-9.4","","57","","","","18","","3","","48.3","","91.96","","","","-3","","NA"
"-132.74","60.17","TESLIN A","2101101","2022-04-02 10:00","2022","04","02","10:00","-0.8","","-7.9","","59","","","","15","","14","","48.3","","91.94","","","","-5","","Mostly Cloudy"
"-132.74","60.17","TESLIN A","2101101","2022-04-02 11:00","2022","04","02","11:00","0.9","","-8.2","","51","","","","14","","20","","48.3","","91.89","","","","","","NA"
"-132.74","60.17","TESLIN A","2101101","2022-04-02 12:00","2022","04","02","12:00","1.3","","-7.9","","51","","","","14","","18","","48.3","","91.86","","","","","","NA"
"-132.74","60.17","TESLIN A","2101101","2022-04-02 13:00","2022","04","02","13:00","2.2","","-8.2","","46","","","","13","","17","","48.3","","91.77","","","","","","Mostly Cloudy"
"-132.74","60.17","TESLIN A","2101101","2022-04-02 14:00","2022","04","02","14:00","3.1","","-8.7","","42","","","","13","","20","","48.3","","91.71","","","","","","NA"
"-132.74","60.17","TESLIN A","2101101","2022-04-02 15:00","2022","04","02","15:00","3.2","","-8.9","","41","","","","13","","21","","48.3","","91.64","","","","","","NA"
"-132.74","60.17","TESLIN A","2101101","2022-04-02 16:00","2022","04","02","16:00","3.9","","-8.9","","39","","","","12","","21","","48.3","","91.58","","","","","","Cloudy"
"-132.74","60.17","TESLIN A","2101101","2022-04-02 17:00","2022","04","02","17:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-02 18:00","2022","04","02","18:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-02 19:00","2022","04","02","19:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-02 20:00","2022","04","02","20:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-02 21:00","2022","04","02","21:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-02 22:00","2022","04","02","22:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-02 23:00","2022","04","02","23:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-03 00:00","2022","04","03","00:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-03 01:00","2022","04","03","01:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-03 02:00","2022","04","03","02:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-03 03:00","2022","04","03","03:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-03 04:00","2022","04","03","04:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-03 05:00","2022","04","03","05:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-03 06:00","2022","04","03","06:00"
"-132.74","60.17","TESLIN A","2101101","2022-04-03 07:00","2022","04","03","07:00"
